"zcta5","county","cousubfp","cbsa","metdiv","cntyname","cousubnm","cbsaname","mdivname","zipname","pop10","afact"
"ZIP Census Tabulation Area","county","cousubfp","cbsa","metdiv","cntyname","County Subdivision Name","CBSA Name","Metro Div Name","zipname","Total Pop, 2010 census","zcta5 to metdiv alloc factor"
"63636","29223","43616"," "," ","Wayne MO","Logan township"," "," ","Des Arc, MO",6,0.01 
"63637","29187","56864","22100"," ","St. Francois MO","Pendleton township","Farmington, MO"," ","Doe Run, MO",1329,1 
"63638","29179","36062"," "," ","Reynolds MO","Jackson township"," "," ","Ellington, MO",219,0.075 
"63638","29179","43598"," "," ","Reynolds MO","Logan township"," "," ","Ellington, MO",2398,0.821 
"63638","29179","78100"," "," ","Reynolds MO","Webb township"," "," ","Ellington, MO",269,0.092 
"63638","29203","22294"," "," ","Shannon MO","Eminence township"," "," ","Ellington, MO",34,0.012 
"63640","29186","65396"," "," ","Ste. Genevieve MO","Saline township"," "," ","Farmington, MO",363,0.014 
"63640","29186","74968"," "," ","Ste. Genevieve MO","Union township"," "," ","Farmington, MO",1159,0.044 
"63640","29187","42302","22100"," ","St. Francois MO","Liberty township","Farmington, MO"," ","Farmington, MO",1913,0.073 
"63640","29187","56864","22100"," ","St. Francois MO","Pendleton township","Farmington, MO"," ","Farmington, MO",1638,0.062 
"63640","29187","57098","22100"," ","St. Francois MO","Perry township","Farmington, MO"," ","Farmington, MO",463,0.018 
"63640","29187","64316","22100"," ","St. Francois MO","St. Francois township","Farmington, MO"," ","Farmington, MO",20799,0.79 
"63645","29123","11962"," "," ","Madison MO","Castor township"," "," ","Fredericktown, MO",1082,0.095 
"63645","29123","12808"," "," ","Madison MO","Central township"," "," ","Fredericktown, MO",487,0.043 
"63645","29123","42212"," "," ","Madison MO","Liberty township"," "," ","Fredericktown, MO",74,0.006 
"63645","29123","48620"," "," ","Madison MO","Mine La Motte township"," "," ","Fredericktown, MO",843,0.074 
"63645","29123","58790"," "," ","Madison MO","Polk township"," "," ","Fredericktown, MO",881,0.077 
"63645","29123","64280"," "," ","Madison MO","St. Francois township"," "," ","Fredericktown, MO",264,0.023 
"63645","29123","65072"," "," ","Madison MO","St. Michael township"," "," ","Fredericktown, MO",7056,0.618 
"63645","29123","74248"," "," ","Madison MO","Twelvemile township"," "," ","Fredericktown, MO",312,0.027 
"63645","29186","65396"," "," ","Ste. Genevieve MO","Saline township"," "," ","Fredericktown, MO",102,0.009 
"63645","29187","42302","22100"," ","St. Francois MO","Liberty township","Farmington, MO"," ","Fredericktown, MO",319,0.028 
"63648","29187","60608","22100"," ","St. Francois MO","Randolph township","Farmington, MO"," ","Irondale, MO",127,0.078 
"63648","29221","04294"," "," ","Washington MO","Bellevue township"," "," ","Irondale, MO",40,0.025 
"63648","29221","16066"," "," ","Washington MO","Concord township"," "," ","Irondale, MO",1461,0.897 
"63650","29093","01666"," "," ","Iron MO","Arcadia township"," "," ","Ironton, MO",3559,0.809 
"63650","29093","35360"," "," ","Iron MO","Iron township"," "," ","Ironton, MO",323,0.073 
"63650","29093","42158"," "," ","Iron MO","Liberty township"," "," ","Ironton, MO",8,0.002 
"63650","29123","58790"," "," ","Madison MO","Polk township"," "," ","Ironton, MO",39,0.009 
"63650","29187","35378","22100"," ","St. Francois MO","Iron township","Farmington, MO"," ","Ironton, MO",439,0.1 
"63650","29187","56864","22100"," ","St. Francois MO","Pendleton township","Farmington, MO"," ","Ironton, MO",33,0.007 
"63653","29187","60608","22100"," ","St. Francois MO","Randolph township","Farmington, MO"," ","Leadwood, MO",1206,1 
"63654","29093","42158"," "," ","Iron MO","Liberty township"," "," ","Lesterville, MO",21,0.03 
"63654","29179","06094"," "," ","Reynolds MO","Black River township"," "," ","Lesterville, MO",47,0.067 
"63654","29179","11530"," "," ","Reynolds MO","Carroll township"," "," ","Lesterville, MO",20,0.028 
"63654","29179","41726"," "," ","Reynolds MO","Lesterville township"," "," ","Lesterville, MO",618,0.875 
"63655","29017","17380","16020"," ","Bollinger MO","Crooked Creek township","Cape Girardeau, MO-IL"," ","Marquand, MO",337,0.221 
"63655","29017","74518","16020"," ","Bollinger MO","Union township","Cape Girardeau, MO-IL"," ","Marquand, MO",107,0.07 
"63655","29123","05410"," "," ","Madison MO","Big Creek township"," "," ","Marquand, MO",211,0.139 
"63655","29123","46262"," "," ","Madison MO","Marquand township"," "," ","Marquand, MO",764,0.502 
"63655","29223","12304"," "," ","Wayne MO","Cedar Creek township"," "," ","Marquand, MO",102,0.067 
"63655","29223","16966"," "," ","Wayne MO","Cowan township"," "," ","Marquand, MO",2,0.001 
"63656","29093","01666"," "," ","Iron MO","Arcadia township"," "," ","Middle Brook, MO",242,0.456 
"63656","29093","35360"," "," ","Iron MO","Iron township"," "," ","Middle Brook, MO",76,0.143 
"63656","29093","38018"," "," ","Iron MO","Kaolin township"," "," ","Middle Brook, MO",132,0.249 
"63656","29179","41726"," "," ","Reynolds MO","Lesterville township"," "," ","Middle Brook, MO",81,0.153 
"63660","29221","08254"," "," ","Washington MO","Breton township"," "," ","Mineral Point, MO",4057,0.949 
"63660","29221","16066"," "," ","Washington MO","Concord township"," "," ","Mineral Point, MO",219,0.051 
"63662","29017","17380","16020"," ","Bollinger MO","Crooked Creek township","Cape Girardeau, MO-IL"," ","Patton, MO",57,0.048 
"63662","29017","66314","16020"," ","Bollinger MO","Scopus township","Cape Girardeau, MO-IL"," ","Patton, MO",140,0.118 
"63662","29017","74518","16020"," ","Bollinger MO","Union township","Cape Girardeau, MO-IL"," ","Patton, MO",907,0.765 
"63662","29017","79594","16020"," ","Bollinger MO","Whitewater township","Cape Girardeau, MO-IL"," ","Patton, MO",81,0.068 
"63663","29093","01666"," "," ","Iron MO","Arcadia township"," "," ","Pilot Knob, MO",723,1 
"63664","29221","04078"," "," ","Washington MO","Belgrade township"," "," ","Potosi, MO",189,0.021 
"63664","29221","04294"," "," ","Washington MO","Bellevue township"," "," ","Potosi, MO",11,0.001 
"63664","29221","08254"," "," ","Washington MO","Breton township"," "," ","Potosi, MO",5724,0.642 
"63664","29221","16066"," "," ","Washington MO","Concord township"," "," ","Potosi, MO",559,0.063 
"63664","29221","30394"," "," ","Washington MO","Harmony township"," "," ","Potosi, MO",297,0.033 
"63664","29221","38882"," "," ","Washington MO","Kingston township"," "," ","Potosi, MO",1,0 
"63664","29221","42392"," "," ","Washington MO","Liberty township"," "," ","Potosi, MO",1254,0.141 
"63664","29221","61814"," "," ","Washington MO","Richwoods township"," "," ","Potosi, MO",25,0.003 
"63664","29221","76894"," "," ","Washington MO","Walton township"," "," ","Potosi, MO",860,0.096 
"63665","29179","11530"," "," ","Reynolds MO","Carroll township"," "," ","Redford, MO (PO Boxes)",16,0.066 
"63665","29179","41726"," "," ","Reynolds MO","Lesterville township"," "," ","Redford, MO (PO Boxes)",1,0.004 
"63665","29179","43598"," "," ","Reynolds MO","Logan township"," "," ","Redford, MO (PO Boxes)",128,0.531 
"63665","29179","78100"," "," ","Reynolds MO","Webb township"," "," ","Redford, MO (PO Boxes)",96,0.398 
"63666","29179","36062"," "," ","Reynolds MO","Jackson township"," "," ","Reynolds, MO (PO Boxes)",93,1 
"63670","29186","03790"," "," ","Ste. Genevieve MO","Beauvais township"," "," ","Sainte Genevieve, MO",336,0.03 
"63670","29186","36098"," "," ","Ste. Genevieve MO","Jackson township"," "," ","Sainte Genevieve, MO",18,0.002 
"63670","29186","64185"," "," ","Ste. Genevieve MO","Ste. Genevieve township"," "," ","Sainte Genevieve, MO",8991,0.796 
"63670","29186","65396"," "," ","Ste. Genevieve MO","Saline township"," "," ","Sainte Genevieve, MO",487,0.043 
"63670","29186","74968"," "," ","Ste. Genevieve MO","Union township"," "," ","Sainte Genevieve, MO",1463,0.13 
"63673","29157","06886"," "," ","Perry MO","Bois Brule township"," "," ","Saint Mary, MO",5,0.002 
"63673","29157","65036"," "," ","Perry MO","St. Marys township"," "," ","Saint Mary, MO",8,0.004 
"63673","29157","65360"," "," ","Perry MO","Saline township"," "," ","Saint Mary, MO",584,0.282 
"63673","29186","03790"," "," ","Ste. Genevieve MO","Beauvais township"," "," ","Saint Mary, MO",1453,0.703 
"63673","29186","65396"," "," ","Ste. Genevieve MO","Saline township"," "," ","Saint Mary, MO",18,0.009 
"63674","29221","75040"," "," ","Washington MO","Union township"," "," ","Tiff, MO (PO Boxes)",132,1 
"63675","29093","74698"," "," ","Iron MO","Union township"," "," ","Vulcan, MO",144,1 
"63701","29031","10234","16020"," ","Cape Girardeau MO","Byrd township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",28,0.001 
"63701","29031","11260","16020"," ","Cape Girardeau MO","Cape Girardeau township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",32065,0.871 
"63701","29031","33454","16020"," ","Cape Girardeau MO","Hubble township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",1094,0.03 
"63701","29031","60572","16020"," ","Cape Girardeau MO","Randol township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",3621,0.098 
"63701","29031","78280","16020"," ","Cape Girardeau MO","Welch township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",4,0 
"63703","29031","11260","16020"," ","Cape Girardeau MO","Cape Girardeau township","Cape Girardeau, MO-IL"," ","Cape Girardeau, MO",8182,1 
"63730","29017","41960","16020"," ","Bollinger MO","Liberty township","Cape Girardeau, MO-IL"," ","Advance, MO",301,0.088 
"63730","29017","77956","16020"," ","Bollinger MO","Wayne township","Cape Girardeau, MO-IL"," ","Advance, MO",146,0.043 
"63730","29031","78280","16020"," ","Cape Girardeau MO","Welch township","Cape Girardeau, MO-IL"," ","Advance, MO",263,0.077 
"63730","29207","52040"," "," ","Stoddard MO","New Lisbon township"," "," ","Advance, MO",196,0.057 
"63730","29207","57548"," "," ","Stoddard MO","Pike township"," "," ","Advance, MO",2524,0.736 
"63732","29031","67070","16020"," ","Cape Girardeau MO","Shawnee township","Cape Girardeau, MO-IL"," ","Altenburg, MO",384,0.46 
"63732","29157","08092"," "," ","Perry MO","Brazeau township"," "," ","Altenburg, MO",450,0.54 
"63735","29201","50006","43460"," ","Scott MO","Morley township","Sikeston, MO"," ","Bell City, MO",38,0.045 
"63735","29201","72088","43460"," ","Scott MO","Sylvania township","Sikeston, MO"," ","Bell City, MO",6,0.007 
"63735","29207","57548"," "," ","Stoddard MO","Pike township"," "," ","Bell City, MO",785,0.927 
"63735","29207","61616"," "," ","Stoddard MO","Richland township"," "," ","Bell City, MO",18,0.021 
"63736","29201","15778","43460"," ","Scott MO","Commerce township","Sikeston, MO"," ","Benton, MO",40,0.012 
"63736","29201","38234","43460"," ","Scott MO","Kelso township","Sikeston, MO"," ","Benton, MO",27,0.008 
"63736","29201","49916","43460"," ","Scott MO","Moreland township","Sikeston, MO"," ","Benton, MO",3130,0.946 
"63736","29201","50006","43460"," ","Scott MO","Morley township","Sikeston, MO"," ","Benton, MO",16,0.005 
"63736","29201","65864","43460"," ","Scott MO","Sandywoods township","Sikeston, MO"," ","Benton, MO",97,0.029 
"63738","29207","57548"," "," ","Stoddard MO","Pike township"," "," ","Brownwood, MO (PO Boxes)",76,1 
"63739","29031","10234","16020"," ","Cape Girardeau MO","Byrd township","Cape Girardeau, MO-IL"," ","Burfordville, MO",92,0.198 
"63739","29031","38702","16020"," ","Cape Girardeau MO","Kinder township","Cape Girardeau, MO-IL"," ","Burfordville, MO",372,0.802 
"63740","29031","11260","16020"," ","Cape Girardeau MO","Cape Girardeau township","Cape Girardeau, MO-IL"," ","Chaffee, MO",30,0.006 
"63740","29031","33454","16020"," ","Cape Girardeau MO","Hubble township","Cape Girardeau, MO-IL"," ","Chaffee, MO",122,0.023 
"63740","29031","78280","16020"," ","Cape Girardeau MO","Welch township","Cape Girardeau, MO-IL"," ","Chaffee, MO",812,0.152 
"63740","29201","38234","43460"," ","Scott MO","Kelso township","Sikeston, MO"," ","Chaffee, MO",3931,0.736 
"63740","29201","49916","43460"," ","Scott MO","Moreland township","Sikeston, MO"," ","Chaffee, MO",267,0.05 
"63740","29201","72088","43460"," ","Scott MO","Sylvania township","Sikeston, MO"," ","Chaffee, MO",177,0.033 
"63742","29201","15778","43460"," ","Scott MO","Commerce township","Sikeston, MO"," ","Commerce, MO",64,1 
"63743","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Daisy, MO",122,1 
"63744","29031","78280","16020"," ","Cape Girardeau MO","Welch township","Cape Girardeau, MO-IL"," ","Delta, MO",111,1 
"63745","29031","11260","16020"," ","Cape Girardeau MO","Cape Girardeau township","Cape Girardeau, MO-IL"," ","Dutchtown, MO",13,0.197 
"63745","29031","33454","16020"," ","Cape Girardeau MO","Hubble township","Cape Girardeau, MO-IL"," ","Dutchtown, MO",53,0.803 
"63746","29157","65288"," "," ","Perry MO","Salem township"," "," ","Farrar, MO (PO Boxes)",65,1 
"63747","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Friedheim, MO",469,1 
"63748","29157","08092"," "," ","Perry MO","Brazeau township"," "," ","Frohna, MO",650,0.64 
"63748","29157","65288"," "," ","Perry MO","Salem township"," "," ","Frohna, MO",159,0.157 
"63748","29157","74842"," "," ","Perry MO","Union township"," "," ","Frohna, MO",206,0.203 
"63750","29017","77956","16020"," ","Bollinger MO","Wayne township","Cape Girardeau, MO-IL"," ","Gipsy, MO",43,1 
"63751","29017","17380","16020"," ","Bollinger MO","Crooked Creek township","Cape Girardeau, MO-IL"," ","Glenallen, MO",48,0.038 
"63751","29017","24210","16020"," ","Bollinger MO","Filmore township","Cape Girardeau, MO-IL"," ","Glenallen, MO",488,0.391 
"63751","29017","41960","16020"," ","Bollinger MO","Liberty township","Cape Girardeau, MO-IL"," ","Glenallen, MO",13,0.01 
"63751","29017","44084","16020"," ","Bollinger MO","Lorance township","Cape Girardeau, MO-IL"," ","Glenallen, MO",700,0.56 
"63755","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Jackson, MO",267,0.011 
"63755","29031","10234","16020"," ","Cape Girardeau MO","Byrd township","Cape Girardeau, MO-IL"," ","Jackson, MO",18453,0.769 
"63755","29031","11260","16020"," ","Cape Girardeau MO","Cape Girardeau township","Cape Girardeau, MO-IL"," ","Jackson, MO",270,0.011 
"63755","29031","33454","16020"," ","Cape Girardeau MO","Hubble township","Cape Girardeau, MO-IL"," ","Jackson, MO",300,0.012 
"63755","29031","38702","16020"," ","Cape Girardeau MO","Kinder township","Cape Girardeau, MO-IL"," ","Jackson, MO",201,0.008 
"63755","29031","60572","16020"," ","Cape Girardeau MO","Randol township","Cape Girardeau, MO-IL"," ","Jackson, MO",810,0.034 
"63755","29031","67070","16020"," ","Cape Girardeau MO","Shawnee township","Cape Girardeau, MO-IL"," ","Jackson, MO",3514,0.146 
"63755","29031","79630","16020"," ","Cape Girardeau MO","Whitewater township","Cape Girardeau, MO-IL"," ","Jackson, MO",191,0.008 
"63758","29201","38234","43460"," ","Scott MO","Kelso township","Sikeston, MO"," ","Kelso, MO",170,1 
"63760","29017","41960","16020"," ","Bollinger MO","Liberty township","Cape Girardeau, MO-IL"," ","Leopold, MO",289,0.471 
"63760","29017","44084","16020"," ","Bollinger MO","Lorance township","Cape Girardeau, MO-IL"," ","Leopold, MO",325,0.529 
"63763","29223","36987"," "," ","Wayne MO","Jefferson township"," "," ","Mc Gee, MO",223,1 
"63764","29017","17380","16020"," ","Bollinger MO","Crooked Creek township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",792,0.132 
"63764","29017","41960","16020"," ","Bollinger MO","Liberty township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",716,0.12 
"63764","29017","44084","16020"," ","Bollinger MO","Lorance township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",3340,0.558 
"63764","29017","66314","16020"," ","Bollinger MO","Scopus township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",890,0.149 
"63764","29017","77956","16020"," ","Bollinger MO","Wayne township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",57,0.01 
"63764","29031","38702","16020"," ","Cape Girardeau MO","Kinder township","Cape Girardeau, MO-IL"," ","Marble Hill, MO",189,0.032 
"63766","29017","66314","16020"," ","Bollinger MO","Scopus township","Cape Girardeau, MO-IL"," ","Millersville, MO",195,0.151 
"63766","29017","79594","16020"," ","Bollinger MO","Whitewater township","Cape Girardeau, MO-IL"," ","Millersville, MO",13,0.01 
"63766","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Millersville, MO",18,0.014 
"63766","29031","38702","16020"," ","Cape Girardeau MO","Kinder township","Cape Girardeau, MO-IL"," ","Millersville, MO",188,0.146 
"63766","29031","79630","16020"," ","Cape Girardeau MO","Whitewater township","Cape Girardeau, MO-IL"," ","Millersville, MO",874,0.679 
"63767","29201","50006","43460"," ","Scott MO","Morley township","Sikeston, MO"," ","Morley, MO",655,1 
"63769","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Oak Ridge, MO",1034,0.744 
"63769","29031","10234","16020"," ","Cape Girardeau MO","Byrd township","Cape Girardeau, MO-IL"," ","Oak Ridge, MO",73,0.053 
"63769","29031","67070","16020"," ","Cape Girardeau MO","Shawnee township","Cape Girardeau, MO-IL"," ","Oak Ridge, MO",12,0.009 
"63769","29031","79630","16020"," ","Cape Girardeau MO","Whitewater township","Cape Girardeau, MO-IL"," ","Oak Ridge, MO",270,0.194 
"63770","29031","01450","16020"," ","Cape Girardeau MO","Apple Creek township","Cape Girardeau, MO-IL"," ","Old Appleton, MO",97,0.505 
"63770","29157","74842"," "," ","Perry MO","Union township"," "," ","Old Appleton, MO",95,0.495 
"63771","29031","78280","16020"," ","Cape Girardeau MO","Welch township","Cape Girardeau, MO-IL"," ","Oran, MO",9,0.003 
"63771","29201","49916","43460"," ","Scott MO","Moreland township","Sikeston, MO"," ","Oran, MO",68,0.024 
"63771","29201","50006","43460"," ","Scott MO","Morley township","Sikeston, MO"," ","Oran, MO",607,0.212 
